id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_il_6m,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,issue_d
null,null,10000,10000,10000, 36 months,  9.16%,318.75,B,B2,Environmental ,8 years,MORTGAGE,80000,Not Verified,Current,n,null,null,debt_consolidation,Debt consolidation,606xx,IL,8.16,0,Apr-2006,0,60,null,8,0,4532,35.1%,16,w,5860.07,5860.07,5119.82,5119.82,4139.93,979.89,0,0,0,Aug-2017,318.75,Sep-2017,Aug-2017,0,60,1,INDIVIDUAL,null,null,null,0,2093,155349,0,1,0,0,60,4634,28,1,5,2688,31,12900,0,0,3,7,19419,8368,35.1,0,0,119,118,12,12,1,13,74,11,73,3,3,3,5,8,3,5,11,3,8,0,0,0,2,80,20,0,0,177905,9171,12900,16329,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,20000,20000,20000, 60 months, 13.67%,461.96,C,C3,lead custodian,10+ years,RENT,57000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,945xx,CA,21.91,0,May-2006,1,null,null,13,0,24029,60.4%,13,w,15916.26,15916.26,7360.98,7360.98,4083.74,3277.24,0,0,0,Aug-2017,461.96,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,86,37374,0,1,0,0,31,13345,57,1,4,10288,59,39800,0,1,1,4,3115,14399,61.1,0,0,31,118,12,12,0,12,null,6,null,0,8,10,8,8,1,12,12,10,13,0,0,0,1,100,12.5,0,0,63111,37374,37000,23311,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,5000,5000,5000, 36 months,  9.75%,160.75,B,B3,Branch account manager,1 year,OWN,40000,Source Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,933xx,CA,10.38,0,Sep-2005,2,null,87,25,1,6136,33%,45,w,0.00,0,5409.997655247,5410,5000,410,0,0,0,Mar-2017,3807.92,null,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,133,6136,3,0,0,1,20,0,null,3,9,1332,33,18600,1,0,3,10,279,2521,62.4,0,0,125,120,2,2,7,4,null,2,null,0,5,12,8,10,9,25,29,12,25,0,0,0,3,100,50,1,0,18600,6136,6700,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,30000,30000,30000, 60 months, 11.99%,667.19,C,C1,Sergeant,10+ years,MORTGAGE,145000,Source Verified,Current,n,null,null,other,Other,920xx,CA,13.58,2,May-1995,0,7,null,12,0,24528,59.7%,24,w,23659.17,23659.17,10635.07,10635.07,6340.83,4294.24,0,0,0,Aug-2017,667.19,Sep-2017,Aug-2017,0,44,1,INDIVIDUAL,null,null,null,0,0,758475,0,3,2,2,8,54468,88,0,0,11220,71,41100,2,4,4,2,63206,11618,63.5,0,0,42,250,32,8,6,32,null,8,null,1,5,7,5,6,4,7,14,7,12,0,0,0,2,86.4,60,0,0,752997,78996,31800,61147,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,4000,4000,4000, 36 months, 11.99%,132.84,C,C1,Driver,10+ years,RENT,36000,Verified,Charged Off,n,null,null,debt_consolidation,null,441xx,OH,16.4,0,Oct-2002,0,null,null,5,0,12333,98.7%,7,w,0.00,0,1190.23,1190.23,870.06,320.17,0,0,0,Jan-2017,132.84,null,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,12333,0,0,0,0,null,0,null,0,0,4336,99,12500,0,0,0,0,2467,167,98.7,0,0,null,161,103,103,0,103,null,null,null,0,5,5,5,6,0,5,7,5,5,0,0,0,0,100,100,0,0,12500,12333,12500,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,5000,5000,5000, 36 months, 11.47%,164.81,B,B5,null,n/a,RENT,20000,Source Verified,Current,n,null,null,credit_card,Credit card refinancing,601xx,IL,13.27,0,Oct-1993,0,27,null,5,0,4985,53.6%,8,w,2987.31,2987.31,2630.59,2630.59,2012.69,617.9,0,0,0,Aug-2017,164.81,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,4985,1,0,0,0,null,0,null,3,3,213,54,9300,0,0,0,3,997,2287,8.5,0,0,null,269,2,2,0,2,null,null,27,0,1,4,1,2,0,5,8,4,5,0,0,0,3,87.5,0,0,0,9300,4985,2500,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,8000,8000,8000, 36 months,  6.97%,246.91,A,A3,Security Consultant,2 years,MORTGAGE,75000,Source Verified,Charged Off,n,null,null,debt_consolidation,Debt consolidation,787xx,TX,26.43,1,Jun-1996,0,6,null,18,0,22511,64.9%,35,w,0.00,0,2956.72,2956.72,2483.67,473.05,0,0,0,Apr-2017,246.91,null,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,100,58459,1,4,1,2,10,35948,60,3,3,5015,62,34700,1,3,1,5,3248,8298,71.3,0,0,202,237,0,0,1,0,null,10,37,0,9,12,9,13,14,14,20,12,18,0,0,0,4,94.3,55.6,0,0,94383,58459,28900,59683,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,23350,23350,23350, 36 months, 18.99%,855.81,D,D4,Executive Assistant to the President/CEO,9 years,MORTGAGE,58000,Verified,Late (31-120 days),n,null,null,credit_card,Credit card refinancing,727xx,AR,28.86,0,Nov-1999,0,72,null,16,0,31703,93.8%,28,w,15799.26,15799.26,12116.82,12116.82,7550.74,4566.08,0,0,0,Jun-2017,855.81,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,140516,0,4,0,2,18,58818,94,0,2,11855,94,33800,0,0,0,6,9368,446,98.2,0,0,196,105,17,17,1,26,72,17,72,0,4,8,4,10,10,10,16,8,16,0,0,0,0,96.4,100,0,0,147757,91447,24500,62311,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,20000,20000,20000, 36 months, 14.46%,688.03,C,C4,agent,10+ years,RENT,100000,Not Verified,Current,n,null,null,credit_card,Credit card refinancing,956xx,CA,29.5,0,Mar-1991,0,null,null,15,0,37884,69.5%,22,w,12163.30,12163.3,10976.35,10976.35,7836.7,3139.65,0,0,0,Aug-2017,688.03,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,64131,0,3,0,0,27,26247,16,0,5,7382,54,54500,0,2,0,5,4581,11952,73,0,0,140,300,16,16,0,16,null,16,null,0,8,10,9,10,5,11,16,10,15,0,0,0,0,100,77.8,0,0,114722,64131,44300,60222,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,35000,35000,35000, 60 months, 11.99%,778.38,C,C1,Service Person,10+ years,MORTGAGE,89000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,661xx,KS,19.66,2,Oct-1993,0,0,null,8,0,44720,73.7%,17,w,27258.42,27258.42,12731.81,12731.81,7741.58,4990.23,0,0,0,Aug-2017,800.0,Sep-2017,Aug-2017,0,null,1,JOINT,110500,19.94,Not Verified,2,0,115900,0,1,0,1,21,6959,81,0,0,16006,75,60700,0,0,0,1,14488,7275,82,0,1120,135,269,28,21,2,28,0,null,0,0,4,6,2,8,4,6,11,6,6,0,2,0,0,88.2,75,0,0,141279,51679,40500,8579,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,8000,8000,8000, 36 months, 11.99%,265.68,C,C1,Boat Captain,< 1 year,RENT,80000,Source Verified,Late (16-30 days),n,null,null,debt_consolidation,Debt consolidation,325xx,FL,13.68,0,May-2009,0,null,34,5,1,2752,45.9%,11,w,5015.71,5015.71,4028.57,4028.57,2984.29,1029.28,15,0,0,Aug-2017,265.68,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,128,14494,0,3,2,2,7,11742,47,0,1,0,46,6000,0,9,2,3,2899,null,null,0,0,82,52,16,7,0,null,null,9,null,0,0,2,0,0,8,2,3,2,5,0,0,0,2,100,null,0,1,31232,14494,0,25232,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,10200,10200,10200, 36 months, 13.67%,346.98,C,C3,Family Service Coordinator,< 1 year,RENT,30000,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,982xx,WA,14.12,1,Sep-2011,0,21,null,14,0,2590,28.8%,19,w,5249.75,5249.75,6384.51,6384.51,4950.25,1434.26,0,0,0,Aug-2017,400.0,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,37697,0,10,4,6,8,35107,96,2,2,1487,83,9000,2,1,3,8,2693,3721,32.3,0,0,54,45,7,7,0,7,null,7,21,0,2,3,2,3,12,4,7,3,14,0,0,0,6,94.7,0,0,0,45640,37697,5500,36640,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,5200,5200,5200, 36 months, 15.31%,181.06,C,C5,Plasterer/Mason,10+ years,MORTGAGE,40000,Source Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,457xx,OH,17.46,0,Apr-2003,0,47,93,7,1,8172,76.1%,16,f,0.00,0,5619.0500000551,5619.05,5200,419.05,0,0,0,Oct-2016,4716.27,null,Oct-2016,0,null,1,INDIVIDUAL,null,null,null,0,0,118599,1,2,1,2,2,7764,70,0,3,1173,73,10400,1,2,1,5,16943,48,95.8,0,0,155,117,14,2,2,14,null,6,null,0,2,4,2,5,7,4,7,4,7,0,0,0,1,93.3,100,0,1,128326,15936,1700,11089,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,8000,8000,8000, 36 months, 10.75%,260.97,B,B4,Vp,5 years,RENT,73000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,917xx,CA,10.85,0,Jan-2005,2,null,null,5,0,1824,8%,8,w,4758.89,4758.89,4201.79,4201.79,3241.11,960.68,0,0,0,Aug-2017,260.97,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,62125,1,2,0,1,13,60301,85,2,3,854,47,22800,0,1,2,4,12425,20571,6.5,0,0,134,84,2,2,0,2,null,0,null,0,2,3,2,3,4,3,4,3,5,0,0,0,2,100,50,0,0,78840,62125,22000,56040,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,25000,25000,25000, 36 months, 11.99%,830.24,C,C1,Insurance Agent,2 years,OWN,76000,Verified,Charged Off,n,null,null,credit_card,Credit card refinancing,337xx,FL,28.83,0,Sep-1997,2,null,null,16,0,20879,73%,25,w,0.00,0,5599.44,5599.44,2356.82,930.83,0,2311.79,416.1222,Aug-2016,830.24,null,Feb-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,65819,2,4,1,2,12,44940,68,2,2,4932,73,28500,0,1,3,4,4113,2045,93,0,0,220,222,0,0,1,6,null,0,null,0,11,12,14,14,8,12,16,11,16,null,0,0,3,100,81.8,0,0,94435,65819,22500,65935,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,9000,9000,9000, 36 months, 15.31%,313.36,C,C5,Senior Case Assistant,9 years,RENT,52000,Source Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,945xx,CA,18.86,0,Nov-1999,0,24,null,6,0,11713,73.7%,13,w,0.00,0,10193.6517427984,10193.65,9000,1193.65,0,0,0,Mar-2017,7064.14,null,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,52953,2,1,1,1,4,41240,null,3,3,3789,74,15900,0,1,2,4,8826,4187,73.7,0,0,125,196,1,1,0,1,null,4,null,0,5,5,5,9,3,5,10,5,6,0,0,0,4,92.3,80,0,0,58425,52953,15900,42525,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,10000,10000,10000, 36 months,  9.75%,321.5,B,B3,Teacher,10+ years,RENT,46000,Source Verified,Current,n,null,null,debt_consolidation,null,371xx,TN,17.38,0,Sep-2000,1,70,null,6,0,4451,70.7%,17,w,5912.64,5912.64,5133.17,5133.17,4087.36,1045.81,0,0,0,Aug-2017,321.5,Sep-2017,Aug-2017,0,78,1,INDIVIDUAL,null,null,null,0,0,29259,2,3,1,3,3,24808,69,1,1,2455,70,6300,0,0,1,4,4877,1849,70.7,0,0,172,186,2,2,1,2,null,0,null,0,2,2,3,4,12,3,4,2,6,0,0,0,2,94.1,33.3,0,0,42035,29259,6300,35735,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,20000,20000,20000, 60 months, 14.46%,470.15,C,C4,Driver,10+ years,MORTGAGE,92000,Not Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,327xx,FL,10.04,1,Jun-1985,0,20,null,8,0,27146,85%,14,w,0.00,0,21144.93,21144.93,20000,1144.93,0,0,0,Sep-2016,19296.46,null,Aug-2017,0,20,1,INDIVIDUAL,null,null,null,0,0,27146,0,0,0,0,129,0,null,0,0,7869,85,33400,0,0,0,0,3393,2122,98,0,0,129,369,80,80,3,91,36,null,36,1,4,8,4,4,1,8,10,8,8,0,0,1,0,63.6,75,0,0,33400,27146,15900,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,8000,8000,8000, 36 months,  9.16%,255,B,B2,Technician,10+ years,RENT,72000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,217xx,MD,22.63,0,Nov-2007,0,null,null,4,0,19735,98.7%,12,w,4712.94,4712.94,4071.86,4071.86,3287.06,784.8,0,0,0,Aug-2017,255.0,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,59568,0,3,1,3,9,39833,75,0,0,0,81,20000,2,6,1,3,14892,null,null,0,0,57,100,33,9,0,null,null,9,null,0,0,1,0,3,8,1,4,1,4,0,0,0,1,100,null,0,0,73155,59568,0,53155,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,21000,21000,21000, 60 months, 14.46%,493.66,C,C4,Software Development Manager,8 years,MORTGAGE,115000,Source Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,895xx,NV,15.46,0,Nov-2003,0,31,null,12,0,15638,42.2%,27,w,0.00,0,24741.154837903,24741.15,21000,3741.15,0,0,0,Aug-2017,17369.99,null,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,51873,1,2,0,0,25,36235,49,1,4,3848,45,37100,1,1,5,6,4323,14444,43.6,0,0,59,148,1,1,3,1,31,3,31,0,6,9,6,7,6,10,18,9,12,0,0,0,1,96.3,83.3,0,0,96208,51873,25600,59108,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,3800,3800,3800, 36 months, 14.46%,130.73,C,C4,medical assistant,3 years,RENT,36900,Source Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,207xx,MD,37.53,2,Sep-2008,0,10,null,6,0,224,13.2%,14,f,0.00,0,4232.2048055413,4232.2,3800,432.2,0,0,0,Feb-2017,3061.74,null,Feb-2017,0,10,1,INDIVIDUAL,null,null,null,0,0,31993,0,4,0,0,34,31769,49,1,2,113,48,1700,7,0,1,2,5332,1476,13.2,0,0,81,90,9,9,0,9,29,9,29,4,2,2,2,4,10,2,4,2,6,0,0,2,1,71.4,0,0,0,67163,31993,1700,65463,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,25000,25000,25000, 60 months, 20.75%,672.83,E,E2,Patient Services Manager,5 years,RENT,70000,Verified,Current,n,null,null,debt_consolidation,Debt consolidation,210xx,MD,23.01,0,Oct-2003,0,70,61,18,1,8857,62.4%,37,w,20609.63,20609.63,10707.64,10707.64,4390.37,6317.27,0,0,0,Aug-2017,672.83,Sep-2017,Aug-2017,0,70,1,INDIVIDUAL,null,null,null,0,0,49408,1,7,3,5,6,40551,82,1,1,4136,78,14200,2,3,3,6,3294,1478,85.7,0,0,128,149,8,6,5,39,null,3,null,1,4,5,5,11,13,11,19,5,18,0,0,0,4,97.1,75,1,0,63654,49408,10300,49454,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,7200,7200,7200, 36 months,  5.32%,216.83,A,A1,Mechanic,10+ years,MORTGAGE,49000,Source Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,554xx,MN,19.05,0,Dec-2001,1,41,null,11,0,9309,18.4%,36,w,0.00,0,7223.41,7223.41,7200,23.41,0,0,0,Apr-2016,7227.67,null,May-2016,0,null,1,INDIVIDUAL,null,null,null,0,0,33681,2,3,2,3,5,24372,74,2,2,7491,40,50600,0,14,2,5,3062,33991,21.5,0,0,149,171,2,2,0,2,null,2,41,0,2,2,5,11,19,8,16,2,11,0,0,0,4,97.2,20,0,0,83614,33681,43300,33014,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,12000,12000,12000, 36 months,  9.16%,382.5,B,B2,Contract Coordinatore,6 years,RENT,71000,Source Verified,Fully Paid,n,null,null,debt_consolidation,Debt consolidation,600xx,IL,4.38,0,Oct-2001,0,null,null,5,0,9665,99.6%,10,w,0.00,0,12973.8934052109,12973.89,12000,973.89,0,0,0,Mar-2017,8803.03,null,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,9665,0,0,0,0,54,0,null,0,0,5481,100,9700,0,3,0,0,2416,35,99.6,0,0,149,173,64,54,0,64,null,null,null,0,4,4,4,6,3,5,7,4,5,0,0,0,0,100,100,0,0,9700,9665,9700,0,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,6000,6000,6000, 36 months, 11.47%,197.78,B,B5,night recieveing,10+ years,RENT,30134,Source Verified,Current,n,null,null,home_improvement,Home improvement,448xx,OH,20.26,0,Dec-2005,1,null,null,4,0,8325,96.8%,5,w,3584.64,3584.64,3183.47,3183.47,2415.36,768.11,0,0,0,Aug-2017,197.78,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,13421,0,1,0,1,16,5096,72,0,0,3850,86,8600,2,1,3,1,3355,192,97.3,0,0,109,123,103,16,0,103,null,0,null,0,2,3,2,2,2,3,3,3,4,0,0,0,0,100,100,0,0,15656,13421,7100,7056,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,20000,20000,20000, 36 months, 11.47%,659.24,B,B5,Business intelligence analysts ,2 years,OWN,67500,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,160xx,PA,31.31,0,Apr-2003,1,null,null,16,0,32255,70.7%,28,w,11949.24,11949.24,10522.35,10522.35,8050.76,2471.59,0,0,0,Aug-2017,659.24,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,103415,1,2,0,1,13,71160,null,1,3,6712,71,45600,2,0,2,4,6463,12010,70.6,0,0,151,155,4,4,0,20,null,4,null,0,10,13,11,15,6,14,22,13,16,0,0,0,1,100,54.5,0,0,130822,103415,40800,85222,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,18000,18000,18000, 36 months, 16.29%,635.41,D,D1,Supervisor Customer Service ,10+ years,RENT,62000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,535xx,WI,19.12,1,Aug-1998,2,15,null,13,0,10302,62.8%,46,w,11063.81,11063.81,10133.98,10133.98,6936.19,3197.79,0,0,0,Aug-2017,635.41,Sep-2017,Aug-2017,0,60,1,INDIVIDUAL,null,null,null,0,545,18229,3,2,2,4,3,7927,52,2,3,2336,58,16400,2,0,2,7,1519,1412,83,0,0,114,211,1,1,0,14,null,1,15,3,5,9,5,6,27,9,15,9,13,0,0,0,4,89.1,60,0,0,31645,18229,8300,15245,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,10000,10000,10000, 36 months,  9.75%,321.5,B,B3,IT Support Specialist,4 years,MORTGAGE,41000,Source Verified,Current,n,null,null,home_improvement,Home improvement,469xx,IN,14.9,0,Aug-2005,0,29,null,5,0,5211,74.4%,15,w,5912.64,5912.64,5133.17,5133.17,4087.36,1045.81,0,0,0,Aug-2017,321.5,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,14540,0,1,0,1,13,9329,62,0,1,4677,66,7000,1,2,3,2,4847,323,93.5,0,0,127,108,20,13,0,67,54,2,29,0,1,2,1,4,6,4,9,2,5,0,0,0,0,80,100,0,0,21974,14540,5000,14974,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,8000,8000,8000, 36 months, 15.31%,278.54,C,C5,MA,5 years,OWN,37000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,294xx,SC,37.2,1,May-2003,1,18,null,11,0,2520,18.7%,20,w,4889.47,4889.47,4443.03,4443.03,3110.53,1332.5,0,0,0,Aug-2017,278.54,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,19952,1,3,1,2,10,17432,39,2,5,825,34,13500,1,0,1,7,1814,762,70.7,0,0,154,65,3,3,0,3,null,3,18,0,3,4,3,6,5,8,15,4,11,0,0,0,3,95,0,0,0,58234,19952,2600,44734,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,7500,7500,7500, 36 months, 12.99%,252.67,C,C2,Registered Nurse,< 1 year,RENT,76000,Not Verified,Charged Off,n,null,null,credit_card,Credit card refinancing,339xx,FL,9.66,1,Sep-2002,0,6,57,11,1,4697,35.1%,21,f,0.00,0,2157.58,2157.58,1057.14,448.06,0,652.38,117.4284,Oct-2016,252.67,null,Apr-2017,0,81,1,INDIVIDUAL,null,null,null,0,1426,22356,0,1,0,1,24,17558,73,4,5,3427,58,13400,1,0,5,7,2236,6503,41.9,0,0,121,162,8,8,0,12,null,0,null,0,3,3,5,6,3,9,16,3,11,0,0,0,4,90.5,20,0,0,38910,22356,11200,23918,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,25000,25000,25000, 36 months,  5.32%,752.87,A,A1,Assistant Controller,10+ years,MORTGAGE,150000,Source Verified,Current,n,null,null,home_improvement,Home improvement,466xx,IN,22.05,0,Jun-1972,0,44,null,9,0,15456,30.2%,25,w,14378.68,14378.68,12031.14,12031.14,10621.32,1409.82,0,0,0,Aug-2017,752.87,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,269863,0,2,0,0,27,12040,30,0,0,9717,30,51200,0,0,0,1,29985,35744,30.2,0,0,63,525,25,13,4,25,44,null,44,0,3,3,6,13,3,6,18,3,9,0,0,0,0,96,0,0,0,338375,27496,51200,40361,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,5000,5000,5000, 36 months, 11.99%,166.05,C,C1,charge respiratory therapist,9 years,RENT,59000,Source Verified,Current,n,null,null,debt_consolidation,Debt consolidation,146xx,NY,13.75,1,Nov-2002,0,17,null,14,0,13724,49.2%,22,w,2996.63,2996.63,2650.14,2650.14,2003.37,646.77,0,0,0,Aug-2017,166.05,Sep-2017,Aug-2017,0,75,1,INDIVIDUAL,null,null,null,0,0,19742,1,1,1,1,11,6018,77,3,6,4393,55,27900,0,0,1,7,1410,4199,68.7,0,0,145,160,2,2,0,10,73,7,17,1,3,7,4,7,4,13,18,7,14,0,0,0,4,86.4,50,0,0,35700,19742,13400,7800,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
null,null,8000,8000,8000, 36 months,  5.32%,240.92,A,A1,General Manager,10+ years,MORTGAGE,83000,Not Verified,Current,n,null,null,home_improvement,Home improvement,870xx,NM,12.57,1,Nov-1991,0,13,null,15,0,23978,47.7%,30,w,4601.15,4601.15,3849.99,3849.99,3398.85,451.14,0,0,0,Aug-2017,240.92,Sep-2017,Aug-2017,0,null,1,INDIVIDUAL,null,null,null,0,0,312656,0,1,0,0,33,4106,41,0,2,5919,47,50300,0,8,1,3,24050,11526,46.6,0,0,185,292,21,10,6,21,null,12,null,0,2,5,5,6,6,12,18,5,15,0,0,0,1,96.7,40,0,0,355873,28084,21600,10063,null,null,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mar-2016
